idx,cer_before,cer_after,len_before,len_after,gt_before,gt_after,pr_before,pr_after,cer_delta_after_minus_before
54,0.5263,0.5,19,4,有点低烧差不多[UNK][UNK]度多,鼻腔里疼,有点低烧差不多三气度多,鼻干里,-0.02629999999999999
48,0.5714,0.5455,7,11,看近处字不清楚,一阵一阵打冷颤浑身发抖,看情区处持不清,一阵重打冷颤,-0.025900000000000034
102,0.4,0.375,5,8,吃过止咳药,痰颜色发白还挺黏,刺过子咳药,痰眼色发白还挺年夜,-0.025000000000000022
104,0.4,0.375,5,8,没按时吃药,医院讲我是冠心病,没时吃,医院说是过心病,-0.025000000000000022
103,0.4,0.375,5,8,身上起红点,需要进一步检查吗,水上红点,需要情不检查吗,-0.025000000000000022
97,0.4167,0.4,24,5,这两天体温一直偏高大概[UNK][UNK]度左右,一阵一阵的,这两天体温一直偏高大概三快度左右,一前一阵力,-0.016699999999999993
37,0.6,0.5833,5,12,平时锻炼少,心脏那块偶尔会针扎一样疼,平时断量,心那块微会总那也痒疼,-0.016699999999999937
89,0.4444,0.4286,9,7,排尿中断还夜间尿急,喉咙有东西卡着,伴中团还夜间急,喉咙都西卡了,-0.015800000000000036
88,0.4444,0.4286,9,7,觉得脖子好像变粗了,这次经期特别长,感觉脖子好想变粗着,这是经气特别降,-0.015800000000000036
87,0.4444,0.4286,9,7,步态异常还行走缓慢,需要观察几天吗,不害一常还行种缓慢,需要关查天吗,-0.015800000000000036
86,0.4444,0.4286,9,7,突然心跳加速很害怕,一直没完全恢复,突来心跳加说很还,一直没有完觉就恢复,-0.015800000000000036
85,0.4444,0.4286,9,7,皮肤瘀斑伴皮下淤青,会不会影响身体,皮肤斑伴下瘀清,会不会很身低,-0.015800000000000036
47,0.5714,0.5556,7,9,会不会影响身体,突然心跳加速很害怕,会不会好生低,吐来心跳加说很还快,-0.015800000000000036
101,0.4,0.3846,5,13,一阵一阵的,本来不发烧了现在又浑身发冷,一就一阵得,风上不发烧着又得又浑身发冷,-0.015400000000000025
41,0.5833,0.5714,12,7,这几天整个人都没劲不想动,会不会有后遗症,几身的人动没劲不下疼,会不会要过意阵,-0.011900000000000022
401,0.0,0.0,5,5,手脚有点疼,手脚有点疼,手脚有点疼,手脚有点疼,0.0
349,0.0,0.0,9,7,关节发僵又不能活动,腿上血管鼓起来,关节发僵又不能活动,腿上血管鼓起来,0.0
350,0.0,0.0,8,3,记性变差又老犯困,咳血丝,记性变差又老犯困,咳血丝,0.0
351,0.0,0.0,8,7,眼睛这两天特别红,反复发作好几次,眼睛这两天特别红,反复发作好几次,0.0
352,0.0,0.0,7,6,腰酸还全身浮肿,要不要做检查,腰酸还全身浮肿,要不要做检查,0.0
353,0.0,0.0,4,8,全身无力,早上起床时最明显,全身无力,早上起床时最明显,0.0
354,0.0,0.0,8,4,鼻子老是堵是鼻炎,影响吃饭,鼻子老是堵是鼻炎,影响吃饭,0.0
355,0.0,0.0,9,7,喉咙卡着说话有点哑,想吐但没吐出来,喉咙卡着说话有点哑,想吐但没吐出来,0.0
356,0.0,0.0,11,6,夜间咳嗽加重还胸口发闷,后背活动不开,夜间咳嗽加重还胸口发闷,后背活动不开,0.0
357,0.0,0.0,8,8,胃那块一直不舒服,关节肿起来还发热,胃那块一直不舒服,关节肿起来还发热,0.0
358,0.0,0.0,10,5,小便颜色深还全身无力,医生开过药,小便颜色深还全身无力,医生开过药,0.0
359,0.0,0.0,4,4,眼睛周围,皮肤刺痛,眼睛周围,皮肤刺痛,0.0
360,0.0,0.0,4,9,耳朵疼痛,看东西模糊还头发昏,耳朵疼痛,看东西模糊还头发昏,0.0
361,0.0,0.0,8,5,脸色比以前白很多,拉稀肚子疼,脸色比以前白很多,拉稀肚子疼,0.0
362,0.0,0.0,8,7,小便浑浊还有异味,流鼻血还头发昏,小便浑浊还有异味,流鼻血还头发昏,0.0
348,0.0,0.0,8,4,经血比以前多很多,眼睛发红,经血比以前多很多,眼睛发红,0.0
347,0.0,0.0,4,5,记性变差,稍微有点疼,记性变差,稍微有点疼,0.0
346,0.0,0.0,6,9,没胃口又拉稀,头昏脑胀还看不清楚,没胃口又拉稀,头昏脑胀还看不清楚,0.0
345,0.0,0.0,6,4,皮肤开始脱皮,喉咙深处,皮肤开始脱皮,喉咙深处,0.0
329,0.0,0.0,9,7,伤口渗血还皮肤触痛,一直哭但不发烧,伤口渗血还皮肤触痛,一直哭但不发烧,0.0
